"id","mum","dad","p","FPID","O_Terr"
6139,"5766","4890",0.998,124,28.1
6140,"5625","5820",0.981,124,78
6141,"1826","5780",1,124,6
6142,"5604","1607",1,124,8
6143,"5657","5775",1,124,10
6144,"5465","5513",0.993,124,32
6145,"5514","6019",1,124,41
6146,"5652","1533",1,124,81
6147,"1707","5822",1,124,131
6148,"5575","6018",1,124,51.2
6149,"1852","4890",0.997,124,20
6150,"6028","3456",1,124,126
6151,"4958","1710",1,124,52.1
6152,"4958","5626",0.999,124,52.1
6153,"5611","5508",1,124,32.5
6154,"5514","5321",1,124,41
6155,"5683","5837",1,124,127
6156,"5657","5775",1,124,10
6157,"5598","5077",1,122,77
6158,"5598","5077",0.999,124,77
6159,"5212","3643",1,124,77.1
6160,"5833","5595",0.998,124,26
6161,"4896","1881",1,124,33.1
6162,"5543","5508",0.999,124,50
6163,"4896","5639",1,122,33.1
6164,"5517","2960",1,124,1.1
6165,"6066","1750",1,124,1
6166,"5452","6029",1,124,50.1
6167,"5596","4872",0.997,124,85
6168,"5608","4872",1,124,64
6169,"5128","5118",1,124,69
6170,"5838","5626",0.999,124,122
6171,"1824","5624",1,124,27.1
6172,"5769","5559",0.908,124,26.5
6173,"5173","5904",1,124,88
6174,"5634","4957",1,124,108
6175,"4904","5283",1,124,59.1
6176,"4965","5643",1,124,87
6177,"5524","4860",1,124,129
6178,"1857","3087",1,124,22
6179,"5845","5292",1,122,63
6180,"3567","5822",1,124,56
6181,"5162","5077",1,122,117
6182,"1717","3486",1,124,62
6183,"3574","5650",1,124,93
6184,"5518","5456",1,124,92
6185,"5518","5528",1,124,92
6186,"4861","5583",1,124,103.1
6187,"5282","5462",1,124,7
6188,"6022","5522",1,124,86
6189,"3497","5835",1,124,24
6190,"5842","5333",1,124,111
6191,"6048","4957",1,125,42
6192,"6063","5643",0.664,125,87
6193,"1826","5780",1,125,6
6194,"5536","1750",0.928,124,2
6195,"5132","5498",1,125,104
6196,"5537","5626",1,124,54
6197,"5195","5764",1,125,47
6198,"4958","5626",1,125,52.1
6199,"5838","5820",1,125,122
6200,"5596","5292",0.998,125,85
6201,"5549","5612",1,124,130
6202,"5613","5522",0.988,125,41.1
6203,"3491","5291",1,125,45
6204,"5641","5776",1,125,39
6205,"3085","6047",0.999,125,15
6206,"6061","5547",0.998,125,68
6207,"5545","5638",1,125,120
6208,"4917","5847",1,125,50
6209,"5630","2966",1,125,18
6210,"5630","2966",1,125,18
6211,"5683","5620",1,125,127
6212,"5564","4892",1,122,116
6213,"5901","5776",1,125,46
6214,"5641","5612",0.996,125,39
6215,"3086","2966",1,125,2
6216,"5514","5522",1,125,41
6217,"5843","5588",1,125,22
6218,"5851","1533",1,125,67
6219,"5212","5559",1,125,77.1
6220,"5128","5606",1,125,69
6221,"5597","5602",1,125,53
6222,"5530","6026",0.826,124,55
6223,"3595","6012",0.987,125,60.1
6224,"5597","5602",0.999,125,53
6225,"5641","6019",0.999,125,39
6226,NA,"1829",0.906,122,83
6227,"5173","6014",1,125,88
6228,"5277","5522",0.958,124,87.1
6229,"6066","1750",1,125,1
6230,"5750","5847",1,125,23
6231,"5525","5834",0.699,125,33
6233,"3608","5834",1,125,34.5
6239,"1716","6012",0.922,125,49
6240,"5543","6033",0.999,125,50
6245,"5277","5291",0.972,125,87.1
6249,"5217","5000",1,125,103.1
6261,"5901","5776",1,125,46
6267,"1707","5626",0.637,125,131
6268,"5766","4890",0.989,125,28.1
6272,"6028","3456",0.961,125,126
6273,"5625","5626",0.984,125,78
6274,"5749","5639",0.998,125,84
6276,"5635","5462",1,125,133
6279,"5657","1762",1,125,10
6281,"5630","2966",1,125,18
6282,"5769","5679",1,125,26.5
6283,"4896","5764",1,125,33.1
6284,"5575","5820",1,125,51.2
6294,"5625","5820",0.999,125,78
6297,"5842","5333",0.982,139,111
6300,"5634","4957",1,139,108
6306,"5277","6051",0.974,139,87.1
6307,"5549","5523",0.999,139,130
6309,"5337","6033",1,125,47.1
6310,"5319","5612",1,139,46
6311,"5128","3486",1,125,69
6312,NA,NA,0.583,124,101.1
6313,"6022","5643",0.981,125,86
6314,"5833","5559",1,124,26
6315,"5530","5822",0.999,125,55
6369,"3451","5638",1,142,94
6371,"5640","5522",1,142,41
6372,"5613","5522",0.999,139,41.1
6374,"5524","4860",1,142,129
6376,"6044","5822",1,142,57.1
6378,"5838","5820",1,142,122
6380,"6061","5547",1,142,68
6381,"6061","5547",1,142,68
6382,"3094","5855",1,139,37
6383,"5845","5292",1,139,63
6384,"5212","5333",1,139,77.1
6385,"6034","5853",1,139,1.2
6386,"5845","5077",0.976,139,63
6387,"5652","3486",1,139,81
6388,"5517","2960",0.993,142,1.1
6546,"5575","5820",1,142,51.2
6547,"6373","3087",1,142,21
6548,"5543","6136",1,142,50
6549,"3085","6045",1,142,15
6550,"5524","4860",1,142,129
6551,"5589","5559",1,142,53.1
6552,"5613","5522",0.945,142,41.1
6553,"6182","5283",1,142,59.1
6554,"5854","5822",1,142,56
6555,"5630","2966",0.997,142,18
6556,"5851","3089",0.998,142,67
6557,"6159","5679",1,142,26.5
6558,"5749","5639",1,142,84
6559,"5823","5839",0.999,144,25.1
6560,"5634","6379",1,142,108
6561,"5549","6019",1,144,130
6562,"5212","6219",0.961,142,77.1
6563,"5630","2966",1,144,18
6564,"5537","4947",1,142,54
6565,"6009","1869",1,139,101
6566,"5132","5456",1,139,104
6567,"NA","5498",0.63,142,108
6568,"6217","6024",1,142,27.1
6569,"5597","5283",1,142,53
6570,"3094","5834",1,142,37
6571,"6229","6155",1,142,8
6572,"5640","5522",1,142,41
6573,"5173","5904",1,142,88
6574,"6211","6011",1,142,30.2
6575,"5657","1762",0.937,142,10
6644,"6194","5855",0.999,142,34.5
6645,"6373","3087",1,144,21
6646,"6034","2966",0.999,142,1.2
6647,"5465","6017",1,142,32
6648,"NA","5498",0.998,142,101.1
6649,"5511","2974",1,142,121
6650,"5909","5820",1,144,78
6651,"6036","5639",1,142,35.1
6652,"5621","5462",1,142,7
6653,"5641","6019",0.998,142,39
6654,"5901","6019",1,159,46
6655,"4896","6213",1,144,33.1
6656,"6214","5291",1,144,45
6657,"5075","5583",0.999,144,102
6658,"5621","6156",1,144,7
6659,"6181","4872",1,142,64
6660,"6036","6163",1,142,35.1
6661,"5854","5822",1,159,56
6662,"5838","5820",1,159,122
6663,"5845","6167",1,159,63
6664,"6168","6146",1,159,139
6665,"4958","6018",0.999,159,52.1
6666,"5854","5822",1,159,56
6667,"3086","5829",1,144,2
6668,"5517","5837",1,159,1.1
6669,"5518","6050",1,142,92
6670,"3596","6200",0.441,142,85
6671,"6145","5588",1,159,30
6672,"5511","2974",1,144,121
6673,"6028","3456",1,142,126
6674,"3698","4872",0.988,159,82.1
6675,"5543","5588",1,159,50
6676,"5452","6029",1,159,50.1
6677,"6191","5855",0.998,159,47.1
6678,"5009","5639",0.995,159,136
6688,"5851","3486",1,159,67
6689,"4958","5626",1,144,52.1
6690,"6022","5779",1,159,86
6691,"3094","5855",1,159,37
6692,"6139","6018",1,159,51.2
6693,"5635","3456",1,159,133
6694,"6143","3089",1,159,58
6695,"6274","NA",0.596,159,33.1
6696,"6009","6249",1,159,101
6697,"6229","6155",0.871,159,8
6698,"6028","3456",1,159,126
6699,"5173","5904",0.75,161,88
6700,"5635","6193",1,159,133
6701,"5683","6375",1,159,127
6702,"6229","6155",1,159,8
6703,"6138","5513",1,159,33
6704,"5634","6567",1,159,108
6705,"6036","6163",1,159,35.1
6706,"5749","5639",0.998,159,84
6707,"6199","6011",0.999,159,11
6708,"6214","5291",1,159,45
6709,"5537","5602",0.999,159,54
6710,"1707","5820",1,159,78
6727,"3462","5590",1,159,29
6728,"5630","2966",0.998,159,18
6729,"5833","5679",0.994,159,26
6730,"5465","6370",0.927,164,32
6731,"6139","6018",0.999,161,51.2
6732,"6162","4860",1,161,50
6733,"6028","5829",1,164,126
6734,"5452","6029",1,164,50.1
6735,"5545","6050",0.988,159,120
6736,"5075","5583",1,161,102
6737,"1826","5624",1,159,6
6738,"6068","5826",1,164,47.2
6739,"5838","6294",1,164,122
6740,"6214","5291",1,159,45
6741,"6139","6018",1,164,51.2
6742,"6727","5590",0.876,164,29
6743,"5683","6375",0.999,164,127
6744,"5162","6167",0.999,159,117
6745,"6215","6144",1,164,1
6746,"5833","5559",0.987,164,26
6747,"4965","5643",1,161,87
6748,"5635","6193",1,164,133
6749,"5589","5559",1,164,53.2
6750,"6554","5779",1,164,41.1
6751,"5634","5904",1,164,108
6752,"5641","5776",1,161,39
6753,"6048","5776",1,164,42
6754,"3595","5292",1,164,60.1
6755,"6551","5292",1,164,140
6756,"5749","5639",1,164,84
6757,"6214","5291",1,164,45
6758,"6656","6761",1,164,77.2
6759,"6185","3486",0.999,164,66
6760,"6068","5826",1,159,47.2
6761,"5825","6172",1,159,111
6762,"6145","5588",1,159,30
6763,"6272","6221",1,164,55.1
6764,"5640","6572",0.999,164,41
6765,"6009","5547",1,164,101
6766,"6652","6166",1,164,49
6767,"6378","5822",1,164,56
6768,"6378","5822",1,164,56
6769,"5549","5612",1,164,130
6770,"5511","6565",1,164,121
6771,"6161","6163",1,164,35.1
6772,"5319","6163",1,164,46
6773,"6186","2974",0.999,161,77
6774,"6377","6651",1,164,92
6775,"6211","6231",1,164,30.2
6776,"6036","6163",0.994,164,35.1
6777,"6034","2966",0.997,164,1.2
6778,"6061","5547",1,164,68
6779,"5644","5904",1,164,87.1
6780,"5845","6200",1,164,63
6781,"6657","6651",1,164,104
6782,"5634","5904",1,164,108
6783,"6044","3089",1,161,57.1
6784,"5634","5904",1,164,108
6785,"5545","6565",1,161,120
6786,"6169","6170",1,164,94.2
6787,"4965","6313",1,164,87
6788,"5823","5839",0.992,161,25.1
6831,"5621","6171",1,164,123
6832,"6568","5523",1,164,43
6833,"6034","5590",1,166,1.2
6834,"6670","5821",1,164,112
6835,"5543","6570",1,166,50
6836,"5823","6556",1,164,25.1
6837,"5075","5583",1,166,102
6838,"6143","3089",1,164,58
6839,"6159","6559",1,164,26.5
6840,"6186","6384",0.999,166,77.2
6841,"6186","6384",1,164,77
6842,"5901","6307",0.992,164,46
6843,"NA","NA",0.427,164,64
6844,"6647","3486",1,164,81
6845,"6064","5626",1,166,137
6846,"5524","6314",0.986,161,129
6847,"3094","5855",0.989,164,37
6848,"5901","6019",1,164,46
6849,"4861","5583",1,164,103.1
6850,"5621","6171",0.922,161,123
6851,"6195","6689",0.991,166,73
6852,"5843","6230",1,164,22
6853,"6022","5291",0.947,164,86
6854,"6139","6018",1,166,51.2
6855,"6161","6163",1,166,35.1
6856,"6187","6213",1,166,46.1
6857,"6215","6144",1,166,1
6859,"6690","6385",1,166,1.1
6860,"6233","5639",1,166,116
6861,"6188","6574",1,166,86.1
6862,"4965","6313",1,164,87
6864,"6673","6193",1,164,15
6866,"6849","6170",0.859,166,103.1
6867,"4861","5583",0.5,166,103.1
6868,"6185","6710",1,166,66
6869,"6044","3089",1,166,57.1
6870,"6028","3456",1,166,126
6871,"5128","6146",1,166,69
6872,"6160","5679",1,164,20
6873,"6191","6163",0.992,164,47.1
6874,"6022","6708",1,166,86
6875,"6174","5291",0.998,164,110
6876,"6737","5821",1,166,39
6881,"4958","5626",1,166,52.1
6884,"6138","6570",1,164,33
6887,"6272","6221",1,164,55.1
6888,"6036","6163",1,164,35.1
6889,"5846","6231",1,166,32
6892,"6568","5523",1,166,43
6894,"6700","6645",1,166,7
6895,"5657","1762",1,164,10
6897,"5851","6032",1,166,67
6900,"5657","6155",0.987,166,10
6902,"5545","6689",0.955,166,120
6904,"1826","5624",1,166,6
6906,"5630","2966",0.989,166,18
6908,"6377","6651",1,166,92
6909,"6659","6701",0.999,166,5
6917,"NA","NA",0.543,164,112
6925,"6551","6167",0.999,166,140
6370,"5525","6017",0.999,125,33
6373,"5450","6017",0.61,139,35
6375,"5549","5776",1,139,130
6377,"5521","5118",1,125,65
6379,"3698","1489",1,125,82.1
